Date,Mode,Particulars,Deposits,Withdrawals,Balance
# Deposit amount shown is,as on 20-06-2025 ^ Maturity value,is Subject to change due to payment of Tax Deducted at Source (TDS) wherever applicable * Includes accrued interest if any,,,
13-01-2025,,"15,000.00 1,59,421.93",,,
13-02-2025,,"1,000.00 99,141.95",,,
13-02-2025,,"30.00 99,111.95",,,
13-02-2025,,"1,150.00 1,00,141.95",,,
13-03-2025,,"35.00 88,710.04",,,
13-03-2025,,"350.00 1,11,140.04",,,
13-03-2025,,"920.00 1,10,790.04",,,
13-03-2025,,"23,000.00 1,11,710.04",,,
13-03-2025,,"15,000.00 88,850.04",,,
13-03-2025,,"105.00 88,745.04",,,
13-05-2024,,"200.00 1,19,651.01",,,
13-05-2024,,"100.00 1,19,751.01",,,
13-06-2024,,"250.00 93,626.36",,,
13-07-2024,,"2,149.05 32,771.25",,,
13-07-2024,,"2,750.00 35,521.25",,,
13-07-2024,,"330.00 35,191.25",,,
13-07-2024,,"945.36 36,136.61",,,
13-07-2024,,"70.00 36,066.61",,,
13-08-2024,,"39.00 8,366.27",,,
13-08-2024,,"419.00 8,405.27",,,
13-08-2024,,"590.00 8,824.27",,,
13-08-2024,,"590.00 9,414.27",,,
13-08-2024,,"266.00 10,004.27",,,
13-08-2024,,"600.00 10,270.27",,,
13-08-2024,,"110.00 8,256.27",,,
13-10-2024,,"10,046.57 1,64,832.37",,,
13-10-2024,,"280.00 1,64,552.37",,,
13-11-2024,,"28.00 7,597.99",,,
13-11-2024,,"12.00 7,625.99",,,
13-11-2024,,"55.00 7,637.99",,,
13-11-2024,,"484.00 7,692.99",,,
13-11-2024,,"318.00 8,176.99",,,
13-11-2024,,"1,084.00 8,494.99",,,
13-12-2024,,"19,500.00 93,981.23",,,
13-12-2024,,"5,000.00 98,981.23",,,
13-12-2024,,"60.00 98,921.23",,,
14-01-2025,,"180.00 1,59,241.93",,,
14-02-2025,,"350.00 98,761.95",,,
14-02-2025,,"22,000.00 74,361.95",,,
14-02-2025,,"20.00 74,341.95",,,
14-02-2025,,"2,400.00 96,361.95",,,
14-03-2025,,"50.00 1,09,515.04",,,
14-03-2025,,"500.00 1,08,815.04",,,
14-03-2025,,"200.00 1,09,315.04",,,
14-03-2025,,"1,575.00 1,09,565.04",,,
14-05-2024,,"335.00 1,19,236.01",,,
14-05-2024,,"180.00 1,19,571.01",,,
14-06-2024,,"336.00 93,290.36",,,
14-07-2024,,"20.00 35,796.61",,,
14-07-2024,,"250.00 35,816.61",,,
14-08-2024,,"714.00 58,228.29",,,
14-08-2024,,"11,131.62 58,942.29",,,
14-08-2024,,"80,000.00 70,073.91",,,
14-08-2024,,"77,000.00 1,50,073.91",,,
14-08-2024,,"48,500.00 73,073.91",,,
14-08-2024,,"10,092.36 25,163.91",,,
14-08-2024,,"27,000.00 35,256.27",,,
14-08-2024,,"590.00 24,573.91",,,
14-10-2024,,"5,000.00 1,69,552.37",,,
14-10-2024,,"442.92 1,69,109.45",,,
14-11-2024,,"75.00 4,919.45",,,
14-11-2024,,"4,000.00 8,919.45",,,
14-11-2024,,"1,430.00 10,349.45",,,
14-11-2024,,"1,000.00 47,049.45",,,
14-11-2024,,"70.00 48,049.45",,,
14-11-2024,,"140.00 46,909.45",,,
14-11-2024,,"1,805.00 4,994.45",,,
14-11-2024,,"37,800.00 48,149.45",,,
14-11-2024,Ltd/431949801660/ICI80fcfea3dd924b23b3ed57787,"30.00 48,119.45",,,
14-11-2024,,"798.54 6,799.45",,,
14-12-2024,,"2,500.00 95,961.23",,,
14-12-2024,,"625.00 95,336.23",,,
14-12-2024,,"55.00 95,281.23",,,
14-12-2024,,"460.00 98,461.23",,,
15-01-2025,,"125.00 1,58,466.93",,,
15-01-2025,,"650.00 1,58,591.93",,,
15-01-2025,,"150.00 1,58,316.93",,,
15-02-2025,,"15.00 72,762.90",,,
15-02-2025,,"1,564.05 72,777.90",,,
15-03-2025,,"1,010.00 1,07,805.04",,,
15-03-2025,,"60.00 1,07,745.04",,,
15-03-2025,,"10.00 1,07,735.04",,,
15-03-2025,,"27,500.00 79,166.04",,,
15-03-2025,,"130.00 1,06,666.04",,,
15-03-2025,,"2,000.00 1,06,796.04",,,
15-03-2025,,"2,939.00 1,04,796.04",,,
15-04-2024,,"700.00 1,84,602.38",,,
15-04-2024,,"350.00 1,84,952.38",,,
15-04-2024,,"500.00 1,84,452.38",,,
15-04-2024,,"30.00 1,84,422.38",,,
15-04-2024,,"50.00 1,84,372.38",,,
15-05-2024,,"1,000.00 1,18,236.01",,,
15-05-2024,,"240.00 1,17,996.01",,,
15-06-2024,,"780.22 92,510.14",,,
15-07-2024,,"40.00 34,983.61",,,
15-07-2024,,"29.00 34,954.61",,,
15-07-2024,,"190.00 35,606.61",,,
15-07-2024,,"263.00 35,043.61",,,
15-07-2024,,"300.00 35,306.61",,,
15-07-2024,,"20.00 35,023.61",,,
15-08-2024,,"4,000.00 54,228.29",,,
15-08-2024,,"1,354.00 52,614.29",,,
15-08-2024,,"260.00 53,968.29",,,
15-10-2024,,"180.00 1,67,809.62",,,
15-10-2024,,"20.00 1,67,989.62",,,
15-10-2024,,"100.00 1,68,009.62",,,
15-10-2024,Ltd/465551245205/ICI429d3b7a05224b4f950731d30,"1,000.00 1,68,109.62",,,
15-10-2024,,"18.00 1,69,109.62",,,
15-10-2024,,"18.00 1,69,127.62",,,
15-10-2024,,"250.00 1,69,145.62",,,
15-10-2024,,"286.17 1,69,395.62",,,
15-11-2024,,"5.00 46,754.45",,,
15-11-2024,,"4,959.05 41,580.40",,,
15-11-2024,,"170.00 46,539.45",,,
15-11-2024,,"50.00 46,709.45",,,
15-11-2024,,"5.00 46,759.45",,,
15-11-2024,,"60.00 41,520.40",,,
15-11-2024,,"150.00 46,759.45",,,
15-12-2024,,"13,500.00 1,08,581.23",,,
15-12-2024,,"25.00 95,081.23",,,
15-12-2024,,"15.00 95,266.23",,,
15-12-2024,,"160.00 95,106.23",,,
16-01-2025,,"456.00 1,54,372.97",,,
16-01-2025,,"800.00 1,53,916.97",,,
16-01-2025,,"960.00 1,53,116.97",,,
16-01-2025,,"658.71 1,54,076.97",,,
16-01-2025,,"1,193.60 1,54,735.68",,,
16-01-2025,,"1,193.60 1,55,929.28",,,
16-01-2025,,"1,194.05 1,57,122.88",,,
16-02-2025,,"20,000.00 91,480.80",,,
16-02-2025,,"30.00 91,010.80",,,
16-02-2025,,"20.00 91,040.80",,,
16-02-2025,,"969.05 72,404.85",,,
16-02-2025,,"80.00 72,682.90",,,
16-02-2025,,"189.00 72,493.90",,,
16-02-2025,,"880.00 73,373.90",,,
16-02-2025,,"924.05 71,480.80",,,
16-02-2025,,"10.00 91,080.80",,,
16-02-2025,,"390.00 91,090.80",,,
16-02-2025,,"20.00 91,060.80",,,
16-03-2025,,"116.00 78,288.04",,,
16-03-2025,,"252.00 78,404.04",,,
16-03-2025,,"20.00 78,656.04",,,
16-03-2025,,"2,269.00 76,019.04",,,
16-03-2025,,"30.00 79,076.04",,,
16-03-2025,,"60.00 79,106.04",,,
16-03-2025,,"400.00 78,676.04",,,
16-04-2024,,"225.00 2,13,947.38",,,
16-04-2024,,"100.00 1,94,172.38",,,
16-04-2024,,"10,000.00 1,94,372.38",,,
16-04-2024,,"80.00 1,94,292.38",,,
16-04-2024,,"277.00 2,13,670.38",,,
16-04-2024,,"20,000.00 2,14,172.38",,,
16-04-2024,,"20.00 1,94,272.38",,,
16-06-2024,,"2,000.00 90,480.14",,,
16-06-2024,,"3,896.00 86,584.14",,,
16-06-2024,,"664.38 80,704.76",,,
16-06-2024,,"120.00 81,869.14",,,
16-06-2024,,"4,595.00 81,989.14",,,
16-06-2024,,"30.00 92,480.14",,,
16-06-2024,,"500.00 81,369.14",,,
16-07-2024,,"969.05 33,464.27",,,
16-07-2024,,"521.29 34,433.32",,,
16-08-2024,,"60.00 43,604.29",,,
16-08-2024,,"3,000.00 43,664.29",,,
16-08-2024,,"3,000.00 46,664.29",,,
16-08-2024,,"2,000.00 49,664.29",,,
16-08-2024,,"450.00 51,664.29",,,
16-08-2024,,"500.00 52,114.29",,,
16-10-2024,,"180.00 1,97,115.24",,,
16-10-2024,,"320.00 1,97,295.24",,,
16-10-2024,,"1,110.00 1,97,615.24",,,
16-10-2024,,"3,000.00 1,98,725.24",,,
16-10-2024,,"35,000.00 2,02,809.62",,,
16-10-2024,,"664.38 2,02,145.24",,,
16-10-2024,,"240.00 2,01,905.24",,,
16-10-2024,,"180.00 2,01,725.24",,,
16-11-2024,,"3,647.00 37,623.40",,,
16-11-2024,,"4,013.00 33,610.40",,,
16-11-2024,,"50.00 33,560.40",,,
16-11-2024,,"200.00 41,320.40",,,
16-11-2024,,"50.00 41,270.40",,,
16-12-2024,,"150.00 1,16,274.23",,,
16-12-2024,,"140.00 1,16,424.23",,,
16-12-2024,,"17.00 1,16,564.23",,,
16-12-2024,,"4,000.00 1,16,581.23",,,
16-12-2024,,"4,000.00 1,12,581.23",,,
16-12-2024,,"7,000.00 1,23,274.23",,,
17-01-2025,,"5,000.00 1,59,372.97",,,
17-01-2025,,"1,193.60 1,60,566.57",,,
17-01-2025,,"30.00 1,60,536.57",,,
17-01-2025,,"105.00 1,60,431.57",,,
17-02-2025,,"63.00 90,947.80",,,
17-02-2025,,"25.00 90,922.80",,,
17-03-2025,,"120.00 75,899.04",,,
17-03-2025,,"28.00 75,871.04",,,
17-06-2024,,"598.00 79,406.76",,,
17-06-2024,,"550.00 80,004.76",,,
17-06-2024,,"150.00 80,554.76",,,
17-07-2024,,"849.00 31,845.27",,,
17-07-2024,,"412.53 29,982.74",,,
17-07-2024,,"1,450.00 30,395.27",,,
17-07-2024,,"10.00 29,593.77",,,
17-07-2024,,"310.00 32,694.27",,,
17-07-2024,,"378.97 29,603.77",,,
17-07-2024,,"460.00 33,004.27",,,
17-08-2024,,"180.00 43,424.29",,,
17-08-2024,,"360.00 43,244.29",,,
17-08-2024,,"700.00 39,429.79",,,
17-08-2024,,"3,174.50 40,129.79",,,
17-08-2024,,"120.00 43,304.29",,,
17-10-2024,,"750.00 1,96,365.24",,,
17-10-2024,CAM/21861SRY/CASH,"DEP-Other/17-10-24/2482 1,00,000.00 2,88,488.24",,,
17-10-2024,,"60.00 1,95,655.24",,,
17-10-2024,,"40.00 1,95,615.24",,,
17-10-2024,,"6,947.00 1,88,668.24",,,
17-10-2024,,"180.00 1,88,488.24",,,
17-10-2024,,"650.00 1,95,715.24",,,
17-10-2024,CAM/21861SRY/CASH,"DEP-Other/17-10-24/2484 48,000.00 3,36,488.24",,,
17-10-2024,LTD/465708932094/ICIb1473e9815054d939c6074ec,"21,000.00 3,19,988.24",,,
17-10-2024,,"2,00,000.00 1,40,988.24",,,
17-10-2024,,"2,00,000.00 3,40,988.24",,,
17-10-2024,CAM/21861SRY/CASH,"DEP-Other/17-10-24/2486 4,500.00 3,40,988.24",,,
17-10-2024,,"300.00 3,19,688.24",,,
17-11-2024,,"118.00 36,793.37",,,
17-11-2024,,"4,990.00 37,490.37",,,
17-11-2024,,"10.00 32,500.37",,,
17-11-2024,,"1,070.03 32,490.37",,,
17-11-2024,,"579.00 36,911.37",,,
17-12-2024,,"1,000.00 1,20,844.23",,,
17-12-2024,,"30.00 1,21,844.23",,,
17-12-2024,,"600.00 1,21,874.23",,,
17-12-2024,,"70.00 1,21,724.23",,,
17-12-2024,,"1,050.00 1,19,794.23",,,
17-12-2024,,"2,000.00 1,21,794.23",,,
17-12-2024,,"2,000.00 1,21,274.23",,,
17-12-2024,,"3,000.00 1,24,724.23",,,
18-01-2025,,"350.00 1,78,614.32",,,
18-01-2025,,"325.00 1,78,964.32",,,
18-01-2025,,"20,000.00 1,79,289.32",,,
18-01-2025,,"172.25 1,59,289.32",,,
18-01-2025,,"800.00 1,59,461.57",,,
18-01-2025,,"170.00 1,60,261.57",,,
18-02-2025,,"70.00 86,657.70",,,
18-02-2025,,"1,399.00 86,727.70",,,
18-02-2025,,"924.05 88,126.70",,,
18-02-2025,,"969.05 89,050.75",,,
18-02-2025,,"849.00 90,073.80",,,
18-02-2025,,"19.00 90,054.80",,,
18-02-2025,,"35.00 90,019.80",,,
18-03-2025,,"120.00 74,976.04",,,
18-03-2025,,"85.00 75,786.04",,,
18-03-2025,,"180.00 75,606.04",,,
18-03-2025,,"30.00 75,276.04",,,
18-03-2025,,"180.00 75,096.04",,,
18-03-2025,,"200.00 75,306.04",,,
18-03-2025,,"100.00 75,506.04",,,
18-04-2024,,"447.00 2,14,117.38",,,
18-05-2024,,"100.00 1,17,896.01",,,
18-05-2024,,"1,564.05 1,16,331.96",,,
18-06-2024,,"300.00 60,852.76",,,
18-06-2024,,"16,200.00 61,152.76",,,
18-06-2024,,"684.00 77,352.76",,,
18-06-2024,,"480.00 78,036.76",,,
18-06-2024,,"800.00 78,606.76",,,
18-06-2024,,"90.00 78,516.76",,,
18-07-2024,Ltd./456671920405/ICI70f8afca028447ee88651a9b4,"230.00 26,923.77",,,
18-07-2024,,"40.00 27,153.77",,,
18-07-2024,,"100.00 27,193.77",,,
18-07-2024,,"1,800.00 27,293.77",,,
18-07-2024,,"500.00 29,093.77",,,
18-07-2024,,"3,438.00 23,485.77",,,
18-08-2024,,"1,389.05 36,040.74",,,
18-08-2024,,"2,000.00 37,429.79",,,
18-08-2024,,"400.00 31,254.69",,,
18-08-2024,,"4,387.00 31,654.69",,,
18-08-2024,,"1,614.05 34,426.69",,,
18-08-2024,,"1,615.00 36,041.69",,,
18-10-2024,,"160.00 1,19,528.24",,,
18-10-2024,,"500.00 1,20,028.24",,,
18-10-2024,,"2,00,000.00 1,19,688.24",,,
18-10-2024,,"175.00 1,19,768.24",,,
18-10-2024,,"32.00 1,19,736.24",,,
18-10-2024,,"85.00 1,19,943.24",,,
18-10-2024,,"2,00,000.00 3,19,688.24",,,
18-10-2024,,"972.00 1,18,764.24",,,
18-10-2024,,"340.00 1,18,424.24",,,
18-11-2024,,"111.00 36,682.37",,,
18-11-2024,,"100.00 33,804.27",,,
18-11-2024,,"100.00 33,704.27",,,
18-11-2024,,"489.00 33,215.27",,,
18-11-2024,,"1,689.05 33,904.27",,,
18-11-2024,,"1,089.05 35,593.32",,,
18-12-2024,,"120.00 1,24,049.33",,,
18-12-2024,,"479.90 1,24,169.33",,,
18-12-2024,,"75.00 1,24,649.23",,,
19-01-2025,,"1,000.00 1,76,450.72",,,
19-01-2025,,"70.00 1,77,450.72",,,
19-01-2025,,"240.00 1,78,374.32",,,
19-01-2025,,"853.60 1,77,520.72",,,
19-02-2025,,"60.00 86,597.70",,,
19-02-2025,,"50.00 86,547.70",,,
19-02-2025,,"999.00 85,548.70",,,
19-02-2025,,"340.00 85,208.70",,,
19-03-2025,,"153.00 64,432.65",,,
19-03-2025,,"390.00 65,536.04",,,
19-03-2025,,"500.00 65,036.04",,,
19-03-2025,,"450.39 64,585.65",,,
19-03-2025,,"8,850.00 66,126.04",,,
19-03-2025,,"200.00 65,926.04",,,
19-04-2024,,"110.00 2,11,517.38",,,
19-04-2024,,"2,230.00 2,11,887.38",,,
19-04-2024,,"250.00 2,11,637.38",,,
19-04-2024,,"10.00 2,11,627.38",,,
19-06-2024,,"300.00 59,148.76",,,
19-06-2024,,"3,000.00 59,448.76",,,
19-06-2024,,"149.00 56,448.76",,,
19-06-2024,,"65.00 56,597.76",,,
19-06-2024,,"320.00 56,662.76",,,
19-06-2024,,"250.00 55,382.76",,,
19-06-2024,,"5,000.00 55,632.76",,,
19-06-2024,,"220.00 60,632.76",,,
19-06-2024,irctcapp @/Yes,"Bank 579.05 58,569.71",,,
19-06-2024,,"1,600.00 56,982.76",,,
19-07-2024,,"55.00 22,934.77",,,
19-07-2024,,"4,496.00 18,989.77",,,
19-07-2024,,"25.00 22,909.77",,,
19-07-2024,,"4,000.00 22,989.77",,,
19-08-2024,,"410.00 30,780.69",,,
19-08-2024,,"64.00 31,190.69",,,
19-09-2024,,"2,200.00 31,895.76",,,
19-09-2024,,"4,300.00 27,595.76",,,
19-09-2024,,"6,300.00 29,695.76",,,
19-10-2024,,"650.00 1,17,774.24",,,
19-11-2024,,"226.00 32,989.27",,,
19-12-2024,,"240.00 1,22,499.33",,,
19-12-2024,,"903.00 1,23,146.33",,,
19-12-2024,,"407.00 1,22,739.33",,,
20-01-2025,,"63.00 1,76,387.72",,,
20-01-2025,,"968.60 1,75,419.12",,,
20-01-2025,,"540.23 1,70,278.89",,,
20-01-2025,,"4,000.00 1,71,419.12",,,
20-01-2025,,"600.00 1,70,819.12",,,
20-01-2025,,"15,000.00 1,85,278.89",,,
20-02-2025,,"5,000.00 90,208.70",,,
20-03-2025,,"100.00 64,087.65",,,
20-03-2025,,"70.00 64,327.65",,,
20-03-2025,,"35.00 64,397.65",,,
20-03-2025,,"140.00 64,187.65",,,
20-04-2024,,"2,000.00 2,09,517.38",,,
20-04-2024,,"3,300.00 2,06,217.38",,,
20-04-2024,,"755.00 2,05,462.38",,,
20-04-2024,,"10,000.00 2,15,462.38",,,
20-04-2024,,"1,130.72 2,16,293.10",,,
20-04-2024,,"300.00 2,15,162.38",,,
20-05-2024,,"2,590.00 1,13,741.96",,,
20-06-2024,,"100.00 58,160.56",,,
20-06-2024,,"509.15 58,060.56",,,
20-06-2024,,"400.00 57,760.56",,,
20-07-2024,Sapphiro Drcard,"Jfee + GST 2,358.82 20,550.95",,,
20-07-2024,,"2,500.00 22,356.95",,,
20-07-2024,,"379.00 19,856.95",,,
20-07-2024,,"130.00 20,235.95",,,
20-07-2024,,"185.00 20,365.95",,,
20-08-2024,,"1,389.05 29,391.64",,,
20-08-2024,,"1,389.05 28,002.59",,,
20-08-2024,,"1,614.05 26,388.54",,,
20-08-2024,,"835.00 27,223.54",,,
20-09-2024,,"2,500.00 25,095.76",,,
20-10-2024,,"170.00 1,17,434.24",,,
20-10-2024,,"170.00 1,17,604.24",,,
20-11-2024,,"50,000.00 16,724.27",,,
20-11-2024,,"3.00 16,727.27",,,
20-11-2024,,"25.00 32,964.27",,,
20-11-2024,,"469.74 16,227.53",,,
20-11-2024,,"30.00 16,697.27",,,
20-11-2024,,"33,760.00 66,724.27",,,
20-11-2024,,"15.00 16,212.53",,,
20-11-2024,,"125.00 16,087.53",,,
20-12-2024,,"5,000.00 1,43,729.08",,,
20-12-2024,,"149.00 1,38,729.08",,,
20-12-2024,,"600.00 1,38,878.08",,,
20-12-2024,,"70.00 1,38,278.08",,,
20-12-2024,,"691.00 1,38,348.08",,,
20-12-2024,,"16,700.00 1,39,039.08",,,
20-12-2024,BANK/472182288970/ICIf62d02e5cf6343399de9f5b,"68.00 1,22,431.33",,,
20-12-2024,,"92.25 1,22,339.08",,,
21-01-2025,,"67.00 1,90,181.89",,,
21-01-2025,,"50.00 1,90,131.89",,,
21-01-2025,,"30.00 1,90,248.89",,,
21-01-2025,,"15,000.00 2,05,131.89",,,
21-01-2025,,"5,000.00 1,90,278.89",,,
21-01-2025,,"50.00 2,03,381.89",,,
21-01-2025,,"40.00 2,03,341.89",,,
21-01-2025,,"1,700.00 2,03,431.89",,,
21-02-2025,,"1,564.05 86,860.60",,,
21-02-2025,,"300.00 86,560.60",,,
21-02-2025,,"325.00 89,883.70",,,
21-02-2025,,"1,459.05 88,424.65",,,
21-03-2025,,"1,139.00 1,57,789.65",,,
21-03-2025,,"90.00 1,58,928.65",,,
21-03-2025,,"170.00 1,59,118.65",,,
21-03-2025,218625002611,RD clos 21-03-2025 KRISHNA S,,,
21-03-2025,,"95,201.00 1,59,288.65",,,
21-03-2025,,"2,725.00 0.00",,,
21-03-2025,,"100.00 1,59,018.65",,,
21-05-2024,,"999.00 1,11,992.96",,,
21-05-2024,,"120.00 1,05,900.96",,,
21-05-2024,,"720.00 1,06,020.96",,,
21-05-2024,,"1,000.00 1,06,740.96",,,
21-05-2024,,"300.00 1,13,441.96",,,
21-05-2024,,"4,252.00 1,07,740.96",,,
21-05-2024,,"300.00 1,13,141.96",,,
21-05-2024,,"150.00 1,12,991.96",,,
21-06-2024,,"2,250.00 60,010.56",,,
21-06-2024,,"1,500.00 58,510.56",,,
21-06-2024,,"1,000.00 57,510.56",,,
21-07-2024,,"18,000.00 32,382.85",,,
21-07-2024,CARD,"2.00 22,354.95",,,
21-07-2024,,"44.00 14,382.85",,,
21-07-2024,,"5,000.00 14,426.85",,,
21-07-2024,,"150.00 22,204.95",,,
21-07-2024,,"1,389.05 20,815.90",,,
21-07-2024,,"1,389.05 19,426.85",,,
21-08-2024,,"1,300.35 28,523.89",,,
21-08-2024,,"24,000.00 52,523.89",,,
21-10-2024,,"1,000.00 1,16,434.24",,,
21-10-2024,,"180.00 1,08,136.24",,,
21-10-2024,,"8,118.00 1,08,316.24",,,
21-10-2024,,"2,854.50 1,05,281.74",,,
21-10-2024,,"130.00 1,05,151.74",,,
21-10-2024,,"206.50 1,04,945.24",,,
21-11-2024,,"25,000.00 41,087.53",,,
21-11-2024,,"302.00 40,785.53",,,
21-11-2024,,"357.00 40,428.53",,,
21-11-2024,,"70.00 40,358.53",,,
21-11-2024,,"150.00 40,208.53",,,
21-11-2024,,"70.00 40,138.53",,,
21-11-2024,,"130.00 40,008.53",,,
21-11-2024,,"120.00 39,888.53",,,
21-12-2024,BANK/435658566119/ICI802bd8241d5e432697358d,"230.00 1,21,174.08",,,
21-12-2024,,"25,000.00 1,22,404.08",,,
21-12-2024,,"1,000.00 1,21,404.08",,,
21-12-2024,,"4,000.00 1,47,404.08",,,
21-12-2024,,"325.00 1,43,404.08",,,
22-01-2025,,"50.00 2,03,226.89",,,
22-01-2025,,"10.00 2,03,276.89",,,
22-01-2025,,"55.00 2,03,286.89",,,
22-01-2025,,"300.00 2,02,976.89",,,
22-01-2025,,"50.00 2,03,276.89",,,
22-01-2025,,"50.00 2,03,176.89",,,
22-02-2025,,"40.00 84,786.55",,,
22-02-2025,,"170.00 86,390.60",,,
22-02-2025,,"2,800.00 84,832.50",,,
22-02-2025,,"2,754.05 82,032.50",,,
22-02-2025,,"1,564.05 84,826.55",,,
22-03-2025,,"1,00,000.00 57,789.65",,,
22-03-2025,,"150.00 57,639.65",,,
22-03-2025,,"302.00 57,337.65",,,
22-03-2025,,"400.00 56,937.65",,,
22-03-2025,,"1.00 56,938.65",,,
22-03-2025,"85,000.00","4.75 3 Mths 86,018.00 22-06-2025 1,00,000.00 Registered",,,
22-04-2024,,"260.00 2,53,833.10",,,
22-04-2024,,"37,800.00 2,54,093.10",,,
22-05-2024,,"600.00 1,04,030.96",,,
22-05-2024,,"30.00 1,04,975.96",,,
22-05-2024,,"290.00 1,04,685.96",,,
22-05-2024,,"55.00 1,04,630.96",,,
22-05-2024,,"895.00 1,05,005.96",,,
22-05-2024,,"250.00 1,03,780.96",,,
22-05-2024,,"358.00 1,03,422.96",,,
22-06-2024,,"125.00 54,905.56",,,
22-06-2024,,"1,000.00 56,030.56",,,
22-06-2024,,"300.00 57,210.56",,,
22-06-2024,,"1,000.00 55,030.56",,,
22-06-2024,,"180.00 57,030.56",,,
22-07-2024,,"400.00 39,982.85",,,
22-07-2024,,"550.00 39,432.85",,,
22-07-2024,,"8,000.00 40,382.85",,,
22-07-2024,,"1,389.05 40,821.90",,,
22-08-2024,,"230.00 52,293.89",,,
22-10-2024,,"1,850.00 97,838.24",,,
22-10-2024,,"3,455.00 99,688.24",,,
22-10-2024,,"250.00 97,588.24",,,
22-10-2024,,"1,802.00 1,03,143.24",,,
22-10-2024,,"882.00 96,031.24",,,
22-10-2024,,"675.00 96,913.24",,,
22-11-2024,,"100.00 39,763.53",,,
22-11-2024,,"25.00 39,863.53",,,
22-12-2024,,"50.00 1,24,824.08",,,
22-12-2024,,"255.00 1,24,874.08",,,
22-12-2024,,"4,000.00 1,25,174.08",,,
22-12-2024,,"45.00 1,25,129.08",,,
23-01-2025,173,"86,000.00 1,16,976.89",,,
23-01-2025,,"280.00 1,16,696.89",,,
23-01-2025,,"180.00 1,16,516.89",,,
23-01-2025,,"150.00 1,16,366.89",,,
23-02-2025,,"150.00 84,682.50",,,
23-02-2025,,"444.88 84,237.62",,,
23-02-2025,,"15.00 84,222.62",,,
23-02-2025,,"32.00 84,190.62",,,
23-02-2025,,"436.60 85,229.38",,,
23-02-2025,,"1,475.36 85,665.98",,,
23-03-2025,,"50.00 54,827.05",,,
23-03-2025,,"305.00 55,953.65",,,
23-03-2025,,"773.00 54,877.05",,,
23-03-2025,,"275.00 56,258.65",,,
23-03-2025,,"405.00 56,533.65",,,
23-03-2025,,"65.00 55,888.65",,,
23-03-2025,,"238.60 55,650.05",,,
23-04-2024,,"60.00 2,52,469.75",,,
23-04-2024,,"470.00 2,52,864.75",,,
23-04-2024,,"75.00 2,52,789.75",,,
23-04-2024,,"260.00 2,52,529.75",,,
23-04-2024,,"59.00 2,53,334.75",,,
23-04-2024,,"240.35 2,53,592.75",,,
23-04-2024,,"199.00 2,53,393.75",,,
23-05-2024,,"360.00 1,02,962.96",,,
23-05-2024,,"60.00 1,03,322.96",,,
23-05-2024,,"40.00 1,03,382.96",,,
23-05-2024,,"60.00 1,02,852.96",,,
23-05-2024,,"50.00 1,02,912.96",,,
23-06-2024,CARD,"2.00 54,903.56",,,
23-08-2024,/460233055796/ICI7db414e7516a470aa7ad563b2a5,"210.00 52,083.89",,,
23-08-2024,,"100.00 53,307.94",,,
23-08-2024,,"1,389.05 53,407.94",,,
23-08-2024,,"65.00 52,018.89",,,
23-10-2024,,"199.00 94,531.24",,,
23-10-2024,,"302.00 94,730.24",,,
23-10-2024,,"1.00 96,032.24",,,
23-10-2024,,"1,000.00 95,032.24",,,
23-11-2024,,"1,000.00 38,674.28",,,
23-11-2024,,"116.00 38,558.28",,,
23-11-2024,,"75.00 38,483.28",,,
23-11-2024,Ltd/432884950532/ICIc241ca2718cd439ab6b747927,"89.25 39,674.28",,,
23-12-2024,,"55.00 1,20,952.08",,,
23-12-2024,,"60.00 1,20,892.08",,,
23-12-2024,,"4,000.00 1,21,007.08",,,
23-12-2024,,"230.00 1,17,007.08",,,
23-12-2024,,"5,500.00 1,17,237.08",,,
23-12-2024,,"17.00 1,22,737.08",,,
23-12-2024,,"2,070.00 1,22,754.08",,,
24-02-2025,,"50.00 79,658.88",,,
24-02-2025,,"1,103.00 80,506.38",,,
24-02-2025,,"113.00 81,609.38",,,
24-02-2025,,"87.00 81,792.38",,,
24-02-2025,,"100.00 81,879.38",,,
24-02-2025,,"40.00 79,618.88",,,
24-02-2025,,"3,250.00 81,979.38",,,
24-02-2025,,"797.50 79,708.88",,,
24-02-2025,,"70.00 81,722.38",,,
24-03-2025,,"3,278.00 57,999.05",,,
24-03-2025,,"65.00 57,934.05",,,
24-03-2025,,"106.00 54,721.05",,,
24-03-2025,PTY/508356463692/ICI486dbb724e3b45c9b142ae3c,"20.00 53,170.05",,,
24-03-2025,BANKING,"1.00 57,935.05",,,
24-03-2025,,27.00 0.00,,,
24-03-2025,,"30,539.00 53,190.05",,,
24-03-2025,,"35,284.00 22,651.05",,,
24-04-2024,,"60.00 2,54,991.76",,,
24-04-2024,,"3,000.00 2,55,469.75",,,
24-04-2024,BANKING,"1.01 2,55,180.76",,,
24-04-2024,,"50.00 2,55,179.75",,,
24-04-2024,,"200.00 2,55,229.75",,,
24-04-2024,,"40.00 2,55,429.75",,,
24-04-2024,,"19.00 2,55,051.76",,,
24-04-2024,,"110.00 2,55,070.76",,,
24-06-2024,,"475.00 54,428.56",,,
24-06-2024,,"300.00 54,128.56",,,
24-07-2024,,"30.00 40,731.90",,,
24-07-2024,,"60.00 40,761.90",,,
24-07-2024,,"1,300.35 42,032.25",,,
24-08-2024,,"190.00 52,298.94",,,
24-08-2024,,"250.00 53,057.94",,,
